renda_mensal,idade,score_credito,tempo_relacionamento,limite_credito
4161.48,51,76,3,2823.32
5309.56,22,86,6,5944.0
2995.72,27,77,9,4875.4
2983.96,55,87,9,5137.68
4282.9,68,68,10,7096.26
4205.06,69,94,7,3803.98
2989.21,41,82,12,8491.08
6848.43,63,61,8,4482.39
4331.05,40,77,0,1171.53
4546.68,33,66,1,1981.02
2344.94,29,68,12,5613.26
9143.27,67,53,10,9385.21
9854.13,33,51,4,5376.54
3439.2,51,93,7,2434.17
7452.17,31,91,7,8672.34
4816.37,38,88,9,7612.56
8207.54,18,78,14,9965.84
5672.47,55,76,7,4626.31
5199.52,48,91,0,2265.66
1500.0,61,68,9,3400.48
3242.79,69,63,14,6894.34
5041.04,56,50,13,8437.56
5397.33,53,60,2,2979.39
2570.33,50,50,5,2706.76
3542.46,48,97,4,3296.25
6106.89,37,83,0,2999.46
2233.58,50,65,9,3934.1
5267.46,45,61,11,6043.93
7475.91,47,90,4,5990.63
5770.94,63,91,7,6826.28
5670.97,37,89,6,5529.41
1500.0,23,71,1,2988.24
3356.17,28,79,0,1473.39
9108.4,40,93,8,8270.34
3801.68,22,98,0,3167.79
7528.95,53,89,8,6936.67
3778.32,36,55,6,2720.91
4444.36,52,89,3,3000.5
6031.17,24,97,9,6638.56
5201.39,51,59,2,2645.2
5763.02,38,67,2,1952.71
3363.22,42,72,12,8039.23
2727.46,18,86,14,9118.31
3228.26,50,58,1,1406.6
3935.36,56,67,6,5666.03
4541.44,19,76,4,4901.51
7074.55,61,64,0,1615.06
5174.68,33,80,7,6506.63
5969.19,64,69,3,3232.8
5283.2,18,75,7,6533.46
2769.13,56,90,7,4836.67
5034.54,50,72,4,4489.05
5261.56,58,65,9,4740.8
6519.85,26,83,11,8850.0
2862.82,51,81,11,5876.22
1500.0,39,88,9,5524.86
5352.53,34,68,5,5000.59
5707.7,31,94,3,5839.79
4641.23,34,58,11,7582.99
5056.04,68,81,13,8263.95
6757.54,28,79,8,7507.15
4082.39,63,62,1,1265.32
4442.72,42,97,14,8183.24
5158.07,54,87,14,8360.58
2560.37,55,88,7,3203.2
4696.21,37,63,4,4208.71
4872.51,26,54,4,4445.41
8274.08,48,63,4,4806.19
4403.77,24,74,10,8308.04
5400.02,60,62,10,4700.13
6837.24,55,84,12,9729.6
3325.03,28,62,11,7140.73
7751.48,66,83,3,3710.78
8527.74,62,60,12,9031.84
4942.21,49,65,1,2653.77
3921.15,25,82,14,7238.58
8254.24,68,90,4,3117.31
6591.26,31,98,2,3616.1
5163.94,28,84,9,7112.03
7853.69,52,98,14,10796.76
7641.98,26,64,0,3386.95
4327.49,69,54,10,4783.24
5497.46,23,85,0,2777.48
6153.58,48,90,2,3011.32
5057.46,65,55,3,3364.99
2218.26,43,79,14,7529.74
3123.48,27,93,8,6374.26
2283.47,40,99,14,7105.21
5985.85,69,83,1,2635.86
2631.3,64,74,4,2845.68
5384.84,54,72,2,2732.67
8663.81,28,62,8,8489.52
7855.54,45,72,7,8367.11
1500.0,62,65,4,667.84
2442.6,20,59,14,8988.67
3446.97,65,50,1,-116.6
2661.95,55,76,11,5776.69
1692.37,53,69,3,913.62
4978.32,63,97,8,4324.36
6410.2,22,50,8,6569.91
6908.07,38,94,12,9529.61
4051.05,69,99,3,1959.95
4456.19,68,70,2,2635.53
5711.35,65,50,0,1646.8
4783.03,67,95,0,1316.88
6621.21,25,94,7,6309.8
5860.73,68,93,10,6247.51
4247.39,63,83,11,4649.84
1500.0,66,69,10,3961.65
7998.06,31,74,11,7625.08
3627.84,63,78,9,6756.42
5715.12,35,82,6,4067.8
1500.0,33,77,5,2694.58
4977.37,19,60,6,3782.42
5200.52,57,67,11,7368.29
5297.2,19,70,11,8758.34
11027.59,40,95,2,7821.82
3737.76,48,90,4,4131.88
6641.33,58,72,11,6004.96
6046.46,18,83,3,5508.93
3642.72,50,57,1,587.64
6611.34,48,97,12,8994.24
4671.36,19,93,5,5826.41
6750.49,32,72,8,6816.11
8921.93,53,66,9,5899.67
5301.6,53,93,5,4785.11
4437.75,44,80,5,4676.32
7103.11,66,96,13,9907.56
7793.31,34,89,0,3819.55
3233.48,67,82,8,5611.8
4094.09,57,89,4,2991.06
6350.85,25,61,7,6683.88
4735.94,69,74,0,206.56
3091.34,44,69,0,1652.49
6081.39,39,53,9,7026.44
6342.98,41,89,8,8728.24
4331.23,53,96,8,4965.34
5122.7,31,86,3,4963.04
3846.85,32,86,4,3392.23
2809.53,56,59,6,3813.27
4005.87,47,62,12,6547.32
5147.86,57,81,14,9860.13
2049.82,48,53,6,3413.7
4151.97,66,64,3,2668.96
5175.66,40,58,6,6050.25
7389.32,32,62,6,6368.05
4374.82,30,56,8,6370.36
2508.2,68,93,3,1592.86
4580.68,38,57,2,2950.98
3866.86,28,72,13,8133.53
6104.36,62,51,2,1523.79
4324.19,48,90,10,6867.1
1500.0,64,76,1,1237.08
12383.25,22,67,3,6567.27
5284.73,18,59,5,5358.38
5178.38,57,57,10,6109.99
1917.18,65,71,7,3284.98
2070.86,57,87,11,6126.81
4816.1,18,80,9,8465.82
5672.34,52,96,2,2791.42
6404.23,48,82,13,9157.84
5474.88,52,80,2,691.93
2628.12,52,95,13,8738.1
1500.0,28,66,5,3353.89
4799.56,26,88,6,3661.44
3932.05,49,71,1,3338.25
2474.86,53,60,1,1111.08
6656.12,28,94,3,3807.89
1848.85,55,74,9,5251.59
6233.94,48,54,5,4193.26
2179.72,35,63,13,6260.3
5268.18,63,83,9,6268.14
6867.95,60,92,11,7997.79
4324.13,63,79,4,2045.82
8379.84,41,90,13,9596.18
8835.77,56,93,4,4577.12
5474.35,20,87,8,6318.91
6082.77,63,81,1,3271.98
7121.42,46,90,9,7542.3
6088.85,43,80,14,10596.65
5874.49,37,81,14,9624.03
3951.86,33,79,8,5233.19
1625.29,62,70,3,2361.27
2219.81,36,87,5,5058.69
9764.73,49,97,6,6376.62
5644.92,24,64,8,7023.3
4508.63,62,96,11,6609.8
7526.65,46,86,9,7791.92
3501.08,31,95,6,2247.96
6166.22,67,67,13,8142.27
5154.38,30,65,8,5694.23
5920.06,57,68,13,8019.11
4327.18,53,67,6,4459.22
3070.61,18,87,5,3389.7
3354.26,19,95,0,464.84
3432.23,30,97,2,903.42
4994.06,58,94,8,7115.02
1887.73,65,57,2,511.52
2505.14,42,90,14,8086.86
5271.05,39,72,2,1407.87
4744.65,69,53,7,5045.22
5380.46,68,85,1,2696.83
4909.91,62,54,2,3233.1
10037.9,26,85,12,10523.35
5253.48,66,63,5,3803.47
4241.84,25,71,1,1651.18
5202.26,68,80,12,8011.57
7039.91,59,75,2,4517.73
4900.74,61,50,9,5132.65
6369.46,25,85,1,1280.77
5792.09,42,51,2,3799.02
4419.17,33,83,2,2800.11
5221.75,69,94,7,4699.24
8197.84,47,99,2,4877.65
5486.16,50,74,1,1559.86
3027.96,40,73,3,3203.63
4360.98,24,56,11,7983.53
1500.0,68,50,0,-175.2
5274.8,59,54,3,2879.02
7624.12,62,65,5,4623.43
2317.19,68,66,7,4050.34
5299.47,34,86,13,7994.96
6970.86,57,65,12,6099.96
7182.28,47,83,6,5583.47
7559.6,45,79,8,6274.82
1500.0,63,67,10,6023.82
6009.86,28,95,0,3558.06
1988.87,38,64,10,6937.75
3003.34,24,82,3,3242.62
6642.24,39,66,8,7252.27
5316.09,66,95,0,2355.83
6452.67,46,73,0,1455.86
3141.77,65,68,1,718.74
7947.21,24,53,5,5255.13
6376.67,65,55,6,3939.48
6778.6,25,98,5,4619.3
2839.67,28,72,1,1898.87
7342.8,26,51,11,8243.99
4367.68,63,96,5,3677.72
3777.55,48,96,0,1542.88
6250.93,37,68,7,6450.73
6166.42,53,97,14,10681.59
3306.36,64,70,12,6870.44
9112.6,59,73,6,6537.28
8628.7,25,71,13,8973.37
6210.07,42,65,14,9675.08
5860.81,46,86,12,8322.04
5659.57,59,75,4,2150.9
1900.01,37,79,13,8023.5
5225.61,41,97,7,6970.31
5199.08,47,69,8,6339.34
3847.98,44,70,8,4220.64
4381.3,65,86,13,8335.35
1500.0,39,82,14,7280.66
2805.45,47,98,3,2113.25
6843.65,23,85,14,9686.76
8462.39,20,78,6,6007.63
3113.24,59,52,7,2942.73
5365.7,66,65,0,286.61
7196.76,65,64,13,8630.64
3959.57,60,85,10,6455.89
6352.5,22,52,0,3871.08
4932.42,48,57,12,7245.91
7380.8,33,60,13,8046.54
2435.1,67,84,6,3292.44
2790.85,50,96,7,6213.09
5559.08,53,75,0,3191.73
5192.41,22,59,14,7907.38
4887.35,28,53,8,5813.69
6151.67,30,51,2,594.88
3138.7,46,84,8,4771.16
2261.13,20,72,8,3874.41
3999.78,43,70,14,8539.23
4223.44,43,71,0,1963.03
4432.51,57,88,13,7632.22
7538.09,58,74,4,4129.06
6540.83,41,82,7,4809.88
6066.48,23,72,12,10605.5
5444.0,67,59,10,7596.88
4131.62,37,50,14,8938.61
3292.11,23,70,9,7922.97
2605.69,42,66,1,1065.64
3610.99,46,95,10,6675.2
4914.16,20,89,9,6009.26
2690.03,60,92,3,1221.12
5339.04,18,87,4,4868.11
4611.12,45,83,12,6547.37
4205.4,45,78,6,3069.99
7323.07,43,52,12,10128.83
1500.0,67,54,6,4157.51
4232.54,62,60,1,1438.99
1500.0,55,72,0,457.95
5477.13,22,63,11,9115.8
6524.36,23,64,11,7474.93
2297.79,31,93,8,6185.61
2553.88,55,57,4,3688.85
1603.4,18,71,9,5769.8
5127.28,45,96,1,2089.05
4318.42,67,67,4,4060.3
4442.69,47,58,7,5716.19
4264.06,29,96,8,7508.7
3052.8,55,92,1,935.24
7263.75,42,56,8,8346.01
5544.68,46,74,4,2739.16
2630.67,19,57,7,5921.35
3598.91,53,58,12,7642.43
3255.86,68,57,1,2690.08
7811.86,53,94,1,4435.57
6422.44,55,71,4,3942.32
4747.02,64,84,7,5874.36
8414.44,61,94,4,4631.72
7904.09,55,69,14,9869.13
4538.58,65,75,1,1741.38
4178.87,39,54,5,4834.28
4275.27,67,62,5,3605.49
3094.51,46,75,1,1885.32
8467.95,69,87,10,7440.37
2987.17,20,59,4,2744.99
6736.61,33,99,10,6720.02
6381.09,48,84,4,4132.69
4390.27,38,60,4,3121.75
8620.09,50,89,7,6821.15
1881.81,40,99,1,3127.98
4840.62,25,94,14,8864.74
4021.92,63,52,1,1877.17
6921.19,45,99,6,5542.21
5707.13,21,52,13,9321.02
1545.41,49,97,2,1793.34
7478.96,31,57,4,6012.09
5970.92,50,57,13,9881.37
2929.02,41,53,3,1487.11
4300.64,24,80,5,2782.35
2400.23,19,81,11,6035.71
4658.32,36,60,2,2284.78
5300.24,50,83,1,2990.48
4330.71,62,68,2,1193.48
4099.07,32,71,0,1112.48
1774.52,59,67,4,3004.99
5674.48,48,91,7,4621.1
1500.0,23,53,0,-769.16
5062.16,20,94,8,6882.47
1500.0,20,76,5,3580.05
5101.01,65,75,5,2944.65
4987.76,38,88,3,4104.01
5806.69,69,84,4,2551.36
6724.57,55,88,1,4135.4
7095.18,38,92,1,3542.92
1779.91,30,61,14,7949.66
4883.59,51,77,6,5400.97
9021.88,51,81,14,8730.31
5238.2,35,71,13,8215.15
3337.3,65,80,2,1616.49
4840.6,63,72,8,5183.66
4232.67,69,79,2,1941.55
2647.08,31,68,13,7494.3
6738.21,19,73,3,4148.29
6168.71,68,72,6,5961.15
2330.98,31,55,0,609.09
4813.45,56,53,4,3416.53
3867.07,56,55,10,5966.81
1796.81,68,92,13,7141.59
2170.36,28,64,13,6530.49
2468.08,19,70,14,6645.87
4883.14,21,94,13,9777.58
4084.09,55,81,4,2917.79
3081.62,19,80,3,1877.64
4216.23,28,89,3,2165.94
6495.07,32,87,6,5044.87
5713.39,31,78,10,7576.7
7003.74,52,78,8,6543.85
4543.37,63,88,13,8615.35
8205.11,20,94,13,8552.64
5696.16,20,76,11,7833.1
4022.17,63,84,7,5569.02
5185.9,69,89,10,5867.19
2503.85,65,88,10,6507.86
4387.63,34,91,11,9746.41
5859.95,62,53,13,7557.43
6223.34,39,77,12,9285.63
4179.68,51,54,4,1717.9
10467.78,61,86,14,10258.43
4655.58,47,99,4,3884.64
1643.21,31,89,7,6190.73
7426.53,21,75,5,3251.53
6214.25,45,73,8,7080.55
5463.38,54,96,6,4729.36
4070.16,53,81,1,2245.72
5786.69,52,87,9,5714.56
8238.03,55,84,12,8583.49
5403.27,21,79,13,8216.75
2059.93,61,90,1,1292.37
1500.0,65,50,1,-193.66
5769.12,65,76,14,9385.95
3028.17,64,51,2,3310.8
4800.57,29,76,0,2685.36
3381.84,32,79,12,8666.29
3238.18,19,51,10,6564.94
3469.45,66,80,10,5809.94
3650.25,50,66,14,8344.25
6552.47,32,55,1,2086.78
6147.29,65,89,7,5279.0
2584.02,68,86,6,2372.1
2856.53,68,75,10,3162.11
5758.24,54,55,0,3086.36
7105.0,39,97,11,8646.16
7074.28,36,95,8,6083.61
2994.18,61,58,3,2644.76
6978.62,43,90,12,9683.49
1500.0,61,65,3,1793.71
4594.23,21,83,13,10064.5
5974.05,68,71,7,3955.13
1500.0,69,90,3,2728.65
9185.71,49,93,12,9748.85
7653.39,38,72,11,7145.56
6294.01,61,87,9,8409.3
3069.94,57,79,3,3034.3
4863.79,26,58,7,6105.85
6580.84,62,82,6,4560.89
2754.68,50,64,6,3478.52
4639.05,38,96,13,8340.97
6820.77,49,93,11,7871.85
2010.81,28,78,11,5818.46
5664.85,23,77,4,4298.44
1500.0,27,62,9,5812.0
3112.31,67,89,13,8113.21
3990.81,19,71,7,5170.96
6027.11,61,76,11,7212.68
3598.42,57,74,11,5168.66
5251.1,51,70,4,3798.99
3625.54,56,94,2,4126.03
3938.77,25,71,14,9913.82
7501.32,59,94,11,7770.05
2699.54,43,67,13,6329.73
6518.31,55,73,14,8728.66
4997.87,48,64,9,7279.96
3848.89,58,95,2,2149.13
2564.95,47,71,8,4858.2
2707.53,60,98,0,1060.17
3522.71,36,50,5,3614.46
4699.89,67,76,12,7580.77
6207.02,33,62,6,5440.13
4399.52,19,55,7,5125.88
4533.38,50,66,5,3878.02
4832.02,38,59,13,8374.89
5953.56,63,65,13,9125.97
6289.61,50,68,1,1815.72
2226.07,45,61,6,6030.2
4435.85,66,54,0,1197.04
7454.81,29,71,10,6810.24
2367.76,36,62,6,2704.69
5148.63,21,60,3,4691.77
4658.31,30,85,0,1000.58
3866.65,39,60,8,5717.34
8181.57,40,76,0,3421.82
5073.67,67,58,1,2105.5
8022.29,50,62,8,7221.94
5011.25,25,99,10,6222.88
5920.51,36,86,10,7994.9
3845.56,31,74,8,5406.99
3867.81,39,99,5,5045.49
5818.7,57,51,1,1636.76
5855.39,34,60,14,11160.3
6195.97,52,95,12,8519.42
5753.36,63,62,1,2795.76
2327.16,35,98,14,9251.12
3387.26,39,77,9,5075.92
6699.89,31,59,11,8866.47
1500.0,46,85,9,5085.74
5585.21,24,84,10,7894.73
4776.24,46,54,5,2807.12
6699.16,37,92,14,8963.98
5833.24,69,80,10,6709.14
3672.04,42,89,5,3786.73
3581.3,53,56,0,169.97
3954.43,30,73,9,5578.39
6160.13,55,76,2,3154.42
1500.0,26,78,0,1616.34
5314.76,43,71,0,-150.68
3233.93,35,60,3,4342.32
5381.67,27,67,3,4082.48
5689.0,35,78,1,2968.85
1675.35,57,54,13,6522.07
4546.27,41,89,10,6742.22
5311.14,24,93,14,11987.61
5175.9,36,99,3,3520.31
4755.6,39,81,9,5564.24
2558.22,30,74,4,3497.8
2862.74,18,79,1,1930.95
2243.91,20,55,12,6182.25
6108.09,60,70,1,3963.35
4768.86,59,92,9,6153.61
4896.49,59,68,0,1397.74
1589.01,19,55,8,4000.84
4932.79,31,72,5,5439.34
6267.27,33,97,5,4533.16
1500.0,62,80,3,860.23
3929.19,27,92,14,8284.58
1859.3,29,74,13,7205.65
4159.44,62,63,1,1893.56
3198.02,68,90,9,8152.96
5761.82,67,51,6,4646.83
5338.48,58,63,1,3404.1
7583.01,19,94,9,7429.52
4891.84,57,65,13,8073.0
5676.98,20,86,2,1950.81
3884.59,54,82,10,8002.49
2793.87,66,95,12,6949.72
6669.52,42,94,13,6620.19
7486.51,51,86,8,5383.73
6411.31,69,64,9,5400.2
5262.46,51,76,14,7622.18
3051.81,40,79,12,6885.36
7283.26,51,61,1,4835.95
6159.02,23,85,0,2768.06
9049.76,24,76,5,6200.33
2691.15,46,78,9,6805.23
6725.13,41,67,8,6700.91
6098.21,21,88,4,3067.13
4315.95,54,56,14,7222.59
7727.67,42,95,5,5707.31
5804.69,60,97,8,7257.48
3126.21,67,60,12,6432.48
4763.32,20,99,7,6386.43
3102.28,37,73,4,5632.58
4062.97,67,98,2,1110.23
6407.65,21,51,2,3807.77
6978.55,49,84,14,8235.81
5442.42,40,62,5,5366.32
3499.85,59,59,1,2099.31
5763.22,32,51,12,7403.39
6446.8,32,59,0,2235.84
1500.0,19,69,10,8217.96
5232.96,30,75,8,6363.32
4619.62,62,52,13,6619.3
6907.42,47,62,14,10537.4
5771.38,29,82,9,8371.81
5968.7,32,87,3,3963.15
4036.18,30,85,2,3231.02
5003.3,67,74,6,4489.38
6887.37,18,73,0,3380.85
4870.24,57,70,13,8689.64
5349.34,47,88,12,7759.52
1928.09,24,90,11,8317.94
4862.92,24,66,0,1820.03
1500.0,33,96,1,1037.83
3967.71,64,90,3,2801.32
5127.03,34,59,4,4459.02
6534.06,29,62,0,2669.84
3001.68,52,62,11,6119.64
5747.37,32,74,6,4407.81
7936.99,39,60,4,5501.18
3718.51,61,89,11,7556.02
1905.89,63,68,9,3820.94
5579.68,45,58,6,5232.16
2616.01,44,71,0,946.7
3362.0,49,51,14,8809.82
6846.67,69,56,12,5850.95
8753.8,54,51,2,4294.48
2998.62,43,91,7,5864.72
3525.16,23,75,7,6848.8
4120.26,68,61,2,2996.47
3904.38,69,65,5,2042.95
8866.59,29,65,0,4072.41
3938.86,64,54,11,7298.34
4224.5,50,74,1,1020.77
8232.35,44,66,3,3692.05
6153.35,47,58,11,8317.53
6971.8,26,55,12,10595.7
3187.77,24,60,2,1570.87
3939.64,46,53,5,3885.28
2920.56,39,79,1,3360.41
6602.52,66,74,8,4414.37
7450.49,51,58,5,4248.1
3800.45,26,68,9,4152.01
4271.52,53,79,12,7827.44
4359.02,26,55,14,8761.37
1905.55,22,53,2,685.12
3652.36,59,53,4,2403.62
6546.53,69,81,14,9056.34
3249.16,45,84,12,6914.91
5185.96,26,64,13,8176.7
2383.96,26,97,2,1760.57
4712.0,50,67,10,6127.27
3873.36,58,82,8,4407.61
2556.66,55,80,9,3822.46
6580.77,56,86,11,5675.47
6693.25,22,72,9,7102.04
3060.92,66,91,7,3425.7
4567.63,55,76,4,3374.09
5088.64,28,89,8,5141.23
1500.0,54,58,3,538.33
2205.81,25,73,6,5171.45
7572.57,46,84,6,6684.15
2869.75,28,86,11,5638.57
7516.37,63,52,7,6472.27
2309.17,62,82,9,5913.57
6317.66,65,71,3,2962.78
4377.39,46,89,11,6460.25
4658.47,54,61,12,5588.04
8711.87,63,72,12,9359.02
2491.63,30,76,14,8504.3
6189.6,48,68,7,6614.24
6106.98,63,62,2,2138.68
11709.15,66,83,13,11253.37
2845.74,66,53,5,2882.25
3748.03,19,57,6,4959.6
6631.84,24,53,14,10038.8
4599.47,68,72,1,1140.29
4073.9,59,97,0,1878.86
6915.02,42,80,4,4254.48
4466.86,66,84,0,3990.7
3216.28,30,93,9,7433.24
6452.42,45,77,3,2832.31
5750.58,39,97,13,8807.74
4374.31,41,97,8,5024.64
4279.4,67,76,8,6239.91
3170.19,18,89,7,5280.18
6450.19,66,89,5,6401.99
4279.78,63,57,7,5951.5
3460.31,60,57,3,722.57
2428.89,48,53,6,4903.47
5784.31,53,69,9,6449.72
3982.83,49,62,1,2864.65
1500.0,35,95,2,2767.31
2593.46,43,98,7,3604.93
4532.81,41,65,9,7280.26
4588.92,35,65,3,3560.19
4512.92,56,57,0,1476.55
4234.49,19,73,1,3899.75
2048.29,42,50,2,-383.52
3250.9,30,83,11,6753.29
7367.55,33,86,13,8241.14
7072.46,67,54,13,9161.37
6155.9,29,97,3,3745.48
5979.01,47,58,14,10097.31
6809.51,63,91,9,8327.1
2758.41,40,62,4,1859.88
5065.86,43,98,14,8885.11
2759.47,19,64,5,3312.72
2794.17,21,69,11,6477.22
5736.13,59,76,10,6617.86
6893.5,25,75,10,8570.39
4612.3,45,98,10,6188.28
8298.0,69,50,3,5820.59
5423.57,26,77,11,7010.34
3446.43,64,78,13,7832.43
2826.54,52,56,9,5237.25
7036.26,24,53,8,7200.62
5256.92,61,96,10,5079.5
6352.09,53,94,11,7717.28
1500.0,54,74,13,6483.55
5489.34,60,85,14,6950.46
3976.45,51,72,6,3861.88
2212.48,33,60,2,519.74
4874.64,41,89,13,8407.75
7183.63,37,74,14,10517.8
9532.46,24,82,0,3927.08
5484.3,67,51,5,5045.41
3581.71,23,52,13,7722.75
3460.99,63,88,11,6935.45
6926.26,18,66,6,4624.26
3006.25,44,98,14,8671.65
6244.85,51,80,12,7345.23
5587.36,63,82,8,5072.09
5366.2,44,94,11,6430.41
1863.76,33,56,11,6066.72
4286.08,61,80,5,2575.67
2083.68,56,97,12,7890.0
3823.51,31,81,0,1296.73
6834.28,34,68,8,6333.49
7462.12,39,58,14,11500.52
5427.9,22,75,0,2290.14
3859.32,42,84,0,1348.3
8176.2,66,76,1,2457.93
3832.82,36,83,1,2938.28
2728.63,67,84,7,4847.99
6392.97,59,88,9,6075.38
5915.47,69,71,9,5775.26
3914.85,23,99,12,8392.36
5200.45,23,92,2,4747.25
5884.32,42,59,2,2351.45
5407.36,38,61,10,7045.01
5917.88,54,94,14,9116.16
3988.57,51,65,14,8283.38
6052.49,22,91,7,6280.15
5035.12,37,66,11,7638.46
4056.38,39,94,14,9056.68
4508.23,63,84,14,10611.16
4804.2,23,57,2,3789.61
2109.24,25,95,6,4973.79
3726.68,46,90,4,3226.63
5129.81,41,79,8,7588.0
2298.02,40,70,2,3712.05
3760.15,18,58,12,8355.17
9769.29,37,57,3,6157.49
2741.48,28,70,9,6183.44
4232.37,31,88,8,5228.85
3332.57,56,50,11,6489.14
4766.26,46,57,7,4945.26
3370.16,29,90,7,3948.13
4513.51,41,52,9,6865.86
3562.91,25,89,13,7034.67
7110.26,67,62,4,3843.53
5163.27,52,81,10,7233.08
2994.05,50,63,9,5333.51
6681.59,58,71,8,4843.45
3083.47,53,68,13,7027.27
1871.84,60,57,2,549.99
4993.92,58,74,1,2589.56
8814.53,19,86,7,7854.61
1500.0,28,67,1,370.93
2338.02,64,70,12,6034.11
6505.05,63,72,1,1761.86
3715.36,57,55,7,4507.8
6223.9,36,60,13,9820.45
3325.02,54,73,3,1305.1
5283.92,27,60,12,8940.47
8488.95,27,79,9,7050.39
2610.82,58,80,14,6666.62
7047.52,48,77,6,7141.34
6359.41,55,66,0,2794.34
2021.51,56,64,4,2781.3
6117.8,25,51,0,2261.26
5145.61,47,68,5,5367.61
5182.19,63,79,10,5136.87
5673.04,63,59,14,8332.71
4299.27,36,85,7,5963.26
5140.2,22,89,7,6679.45
5482.9,39,53,13,8210.85
6492.12,36,54,2,4159.83
1945.68,47,65,5,2676.23
7581.77,52,69,9,6037.42
2689.42,23,92,2,2941.46
6523.26,35,98,6,5440.33
5158.89,53,66,1,1651.1
2437.69,51,57,1,1970.91
6056.29,50,50,8,6292.15
3109.19,55,58,4,1384.39
7137.59,22,89,4,5107.82
3578.33,21,56,13,7446.83
2010.03,37,70,1,3264.62
8067.69,29,74,5,6908.33
5362.65,31,65,11,8620.32
6734.38,62,55,14,11476.94
3297.06,46,84,11,6705.36
1500.0,23,88,13,9501.23
8350.4,59,90,5,6079.69
4987.15,34,87,8,7866.13
5982.7,33,93,13,10477.67
6313.19,48,75,9,7237.55
4329.22,38,65,10,6944.86
5452.46,61,51,6,5983.37
8187.91,39,81,13,9850.03
4935.12,30,53,0,2814.84
6884.2,44,95,10,8749.57
1500.0,24,90,5,3269.54
7247.52,41,53,5,6705.14
1955.99,37,77,3,1845.94
7018.82,45,65,4,4173.98
5781.26,69,93,5,3363.43
4808.16,58,60,4,5309.77
4800.82,27,93,8,4227.81
4494.54,34,82,13,7985.92
3358.66,35,56,9,6201.1
4588.05,39,97,9,6890.59
9416.12,55,99,9,8030.74
7604.61,34,75,2,4784.96
3257.99,19,96,12,7496.93
5535.37,40,73,13,8565.57
5191.96,49,60,7,5356.14
4715.41,30,75,4,2470.83
2994.44,19,81,10,5502.25
5891.8,60,75,0,3331.09
6692.14,60,61,5,3596.07
3332.2,65,55,8,6296.36
8911.08,18,75,1,3839.86
8044.01,39,83,3,5883.84
6096.33,55,80,5,5019.2
2536.56,23,68,14,6194.47
5802.82,23,88,5,4466.98
5563.96,54,95,8,6269.69
6026.31,27,55,12,9110.81
8180.93,38,88,10,9192.06
4648.05,25,90,0,256.12
9095.65,60,72,10,9002.32
5813.01,27,62,9,6732.9
4419.07,18,88,1,3118.85
9798.75,66,78,1,4024.57
6659.78,32,79,4,4706.64
4090.53,22,65,10,6124.57
5168.43,49,77,0,1673.32
6270.47,36,77,7,6555.19
4698.28,21,88,14,8894.37
5267.82,63,75,6,2515.95
3365.59,52,92,8,5949.18
1629.61,45,55,13,8847.98
5212.84,54,81,5,4098.65
5280.06,26,89,5,3692.91
6054.24,44,73,12,7026.57
3847.62,69,96,4,1899.4
2318.89,21,56,10,7276.12
3069.35,45,54,12,7068.4
7111.27,50,66,10,7411.75
3666.78,30,68,7,4673.46
4115.84,22,60,10,7609.4
4375.17,39,80,5,4624.2
3761.45,67,52,5,5744.74
3613.58,35,77,6,5060.91
3257.75,41,81,8,4007.81
7801.31,30,84,10,8495.81
6360.2,68,92,13,7120.2
7495.64,21,73,13,11114.81
7898.68,60,88,7,6553.6
1500.0,20,83,14,8100.33
5686.91,28,86,3,5419.33
3827.64,63,85,13,8031.45
7233.62,32,86,13,8018.09
3517.06,37,56,3,3679.87
2891.7,28,96,3,4219.8
2131.91,58,71,11,4924.56
4394.65,68,65,4,3094.41
6829.89,54,56,0,-80.88
5512.33,26,65,6,5541.09
2594.7,51,68,12,7067.35
9305.32,20,91,6,5256.59
6299.08,25,52,14,12440.32
6554.82,30,83,1,4418.07
7570.06,55,58,7,7362.74
1719.57,66,85,9,2812.72
3177.13,31,94,9,5721.85
6646.02,53,98,4,5094.76
3378.52,52,52,6,2916.52
4449.97,51,97,9,6635.92
4844.52,22,75,10,6356.15
2445.19,31,57,6,2678.21
4278.37,26,75,11,9639.31
6829.01,37,98,14,8780.52
6458.91,18,65,0,3739.84
7226.03,37,71,9,6729.27
7019.75,46,95,12,10180.2
5811.75,66,76,3,3352.22
5653.36,63,67,3,3167.95
5506.66,50,81,1,2742.05
3745.91,62,72,6,2730.14
2940.11,48,93,5,2471.02
3620.81,32,88,10,5551.8
4347.94,66,81,7,5126.3
3688.35,31,82,4,2367.68
5827.66,32,98,0,1361.69
5403.79,25,69,10,7802.96
5618.65,25,73,3,5345.43
5702.82,47,67,7,5823.91
7391.33,64,56,4,3600.53
4982.85,33,68,6,6602.05
7016.74,26,58,3,4217.96
6033.17,52,67,7,4775.56
7259.27,18,83,13,10436.77
8229.26,47,83,1,5423.94
6153.3,54,93,10,5154.15
5207.54,54,54,8,6897.39
5194.62,66,70,14,9475.75
4059.67,37,75,8,5005.85
3992.46,42,90,7,4144.84
6804.23,20,70,3,4546.35
3072.66,51,80,8,3748.98
8229.55,24,62,4,5283.6
4696.55,43,82,8,4909.17
10724.16,20,60,11,11293.45
3613.77,37,65,7,5176.17
5500.38,33,89,3,3786.6
4296.3,26,74,13,8145.59
3413.83,26,97,8,5621.69
7127.6,49,92,0,2822.88
2788.89,56,78,0,1848.76
